uid,pop_key,focal_population,focal_population_label,reference_population,reference_population_label,statistic,chromosome,rank,epicenter,epicenter_seqid,epicenter_coord,focus_start,focus_start_seqid,focus_start_coord,focus_end,focus_end_seqid,focus_end_coord,peak_start,peak_start_seqid,peak_start_coord,peak_end,peak_end_seqid,peak_end_coord,delta_aic,delta_aic_left,delta_aic_right,min_flank_delta_aic,max_value,max_percentile,overlapping_genes,known_loci
IHS/CMS/X/1,CMS,CMS,Cameroon *An. gambiae*,,,IHS,X,1,15540000,X,15540000,15520000,X,15520000,15560000,X,15560000,15386015,X,15386015,15634747,X,15634747,162.66171264648438,148.43299865722656,63.81070327758789,63.81070327758789,4.529081587095076,0.9664448534617018,AGAP000840 AGAP000841 AGAP013101 AGAP000842,
XPEHH/AOM.GWA/2/3,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,2,3,95020000,2L,33474895,94980000,2L,33434895,95140000,2L,33594895,94783156,2L,33238051,95969842,2L,34424737,161.5774688720703,74.8572769165039,106.51546478271484,74.8572769165039,3.7307246238756124,0.9286476597042232,AGAP006514,
XPEHH/GWA.BFM/3/1,GWA.BFM,GWA,Guinea Bissau,BFM,Burkina Faso *An. coluzzii*,XPEHH,3,1,6120000,3R,6120000,6100000,3R,6100000,6140000,3R,6140000,6015680,3R,6015680,6546816,3R,6546816,161.25267028808594,53.042415618896484,153.62525939941406,53.042415618896484,6.966277353335439,0.9999209798498617,AGAP013769 AGAP008139 AGAP013729 AGAP008140 AGAP008141 AGAP008142 AGAP008143 AGAP008144,
IHS/UGS/3/3,UGS,UGS,Uganda *An. gambiae*,,,IHS,3,3,43880000,3R,43880000,43800000,3R,43800000,43920000,3R,43920000,43647607,3R,43647607,44523131,3R,44523131,160.5286407470703,47.60707473754883,103.1882095336914,47.60707473754883,4.426051505516476,0.9767507397491898,AGAP009820 AGAP009821 AGAP009822 AGAP009823 AGAP009824 AGAP009825 AGAP009826 AGAP009827,
IHS/AOM/2/4,AOM,AOM,Angola *An. coluzzii*,,,IHS,2,4,95020000,2L,33474895,94960000,2L,33414895,95180000,2L,33634895,94780680,2L,33235575,95833043,2L,34287938,156.97662353515625,64.4816665649414,103.52754211425781,64.4816665649414,5.68944632112417,0.9990199572344975,AGAP006514 AGAP006515,
IHS/UGS/2/4,UGS,UGS,Uganda *An. gambiae*,,,IHS,2,4,104360000,2L,42814895,104340000,2L,42794895,104380000,2L,42834895,103947867,2L,42402762,104478444,2L,42933339,155.15675354003906,112.05047607421875,55.18803787231445,55.18803787231445,4.3511683977330415,0.9749189798506411,AGAP007105 AGAP007106 AGAP007107 AGAP007108,
H12/BFM/3/3,BFM,BFM,Burkina Faso *An. coluzzii*,,,H12,3,3,52880000,3R,52880000,52600000,3R,52600000,53080000,3R,53080000,51580001,3R,51580001,57780684,3L,4580000,153.72381591796875,99.12590026855469,37.941993713378906,37.941993713378906,0.1904011762234825,0.972603962163127,AGAP010297 AGAP010298 AGAP010299 AGAP010300 AGAP010301 AGAP010302 AGAP010303 AGAP010304 AGAP010305 AGAP010306 AGAP010307,
XPEHH/UGS.BFS/2/4,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,4,76040000,2L,14494895,75920000,2L,14374895,76100000,2L,14554895,75750844,2L,14205739,76272550,2L,14727445,152.47230529785156,77.7961654663086,67.9580078125,67.9580078125,3.3422942493230914,0.8785789106145251,AGAP005347 AGAP005348 AGAP005349 AGAP005350 AGAP005351 AGAP005352 AGAP005353 AGAP005354 AGAP005355,
H12/GWA/2/6,GWA,GWA,Guinea Bissau,,,H12,2,6,11200000,2R,11200000,11120000,2R,11120000,11240000,2R,11240000,10800001,2R,10800001,11360000,2R,11360000,151.10121154785156,91.1224136352539,87.28116607666016,87.28116607666016,0.43289224952741023,0.9991076209173657,AGAP001826,
XPEHH/UGS.CMS/3/4,UGS.CMS,UGS,Uganda *An. gambiae*,CMS,Cameroon *An. gambiae*,XPEHH,3,4,69540000,3L,16339316,69520000,3L,16319316,69560000,3L,16359316,69348865,3L,16148181,69620272,3L,16419588,149.39459228515625,53.51774215698242,135.6785888671875,53.51774215698242,14.2108735056359,1.0,AGAP011080 AGAP011081 AGAP011082 AGAP011083 AGAP011084 AGAP011085,
XPEHH/AOM.BFM/2/6,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,6,48340000,2R,48340000,48280000,2R,48280000,48360000,2R,48360000,48027975,2R,48027975,48425827,2R,48425827,146.49673461914062,124.84590911865234,36.47408676147461,36.47408676147461,3.9284869318148403,0.9404657016991819,AGAP004039,
XPEHH/GWA.BFS/3/3,GWA.BFS,GWA,Guinea Bissau,BFS,Burkina Faso *An. gambiae*,XPEHH,3,3,91180000,3L,37979316,91160000,3L,37959316,91200000,3L,37999316,91073644,3L,37872960,91358587,3L,38157903,142.7443389892578,58.727046966552734,139.94174194335938,58.727046966552734,7.130351639481716,0.9998567745631625,AGAP012131 AGAP028721 AGAP012132 AGAP028746 AGAP028747 AGAP028748 AGAP028751 AGAP028750 AGAP028749 AGAP012134,
IHS/BFS/3/7,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,3,7,42840000,3R,42840000,42540000,3R,42540000,42980000,3R,42980000,40532993,3R,40532993,46837720,3R,46837720,141.70262145996094,62.27509307861328,39.92979049682617,39.92979049682617,4.358325866988765,0.9637681159420289,AGAP009768 AGAP009769 AGAP009770 AGAP009771 AGAP009772 AGAP009773 AGAP009774,
XPEHH/GAS.GWA/3/2,GAS.GWA,GAS,Gabon *An. gambiae*,GWA,Guinea Bissau,XPEHH,3,2,26680000,3R,26680000,26640000,3R,26640000,26740000,3R,26740000,26095400,3R,26095400,26826504,3R,26826504,141.39990234375,112.25873565673828,35.691280364990234,35.691280364990234,3.9579012580018755,0.991022885320521,,
XPEHH/BFM.BFS/2/5,BFM.BFS,BFM,Burkina Faso *An. coluzzii*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,5,28220000,2R,28220000,28200000,2R,28200000,28240000,2R,28240000,27947877,2R,27947877,28285023,2R,28285023,139.8677215576172,111.37448120117188,47.466041564941406,47.466041564941406,5.469525952646717,0.9874597169679137,AGAP002836 AGAP002837 AGAP013054 AGAP002838 AGAP013404 AGAP002839 AGAP002840 AGAP013351 AGAP002841 AGAP002842,
XPEHH/UGS.BFS/3/3,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,3,69540000,3L,16339316,69520000,3L,16319316,69560000,3L,16359316,69347111,3L,16146427,69617148,3L,16416464,138.586181640625,64.08757781982422,98.51604461669922,64.08757781982422,14.49705272217529,1.0,AGAP011080 AGAP011081 AGAP011082 AGAP011083 AGAP011084 AGAP011085,
XPEHH/BFM.BFS/3/2,BFM.BFS,BFM,Burkina Faso *An. coluzzii*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,2,86480000,3L,33279316,86460000,3L,33259316,86500000,3L,33299316,86380463,3L,33179779,86633938,3L,33433254,138.23605346679688,89.8141098022461,138.89224243164062,89.8141098022461,10.943164047341341,0.9997197702115735,AGAP011785 AGAP011786 AGAP011787 AGAP011788 AGAP011789 AGAP011790 AGAP011791 AGAP028725 AGAP011792 AGAP011793 AGAP011794,
XPEHH/BFS.GWA/2/6,BFS.GWA,BFS,Burkina Faso *An. gambiae*,GWA,Guinea Bissau,XPEHH,2,6,87000000,2L,25454895,86980000,2L,25434895,87020000,2L,25474895,86832194,2L,25287089,87081129,2L,25536024,138.1406707763672,127.39912414550781,93.69171905517578,93.69171905517578,4.58614913390959,0.9533928571428572,AGAP006029 AGAP006030 AGAP006031 AGAP006032 AGAP006033 AGAP006034,Rdl
IHS/CMS/2/5,CMS,CMS,Cameroon *An. gambiae*,,,IHS,2,5,100840000,2L,39294895,100820000,2L,39274895,100860000,2L,39314895,100701156,2L,39156051,100948453,2L,39403348,137.9104461669922,72.6707534790039,104.91118621826172,72.6707534790039,4.343085785436552,0.9561800934447119,AGAP006868 AGAP006869 AGAP006870 AGAP006871 AGAP006872 AGAP006873 AGAP006874 AGAP006875 AGAP006876 AGAP006877,
XPEHH/AOM.GAS/X/1,AOM.GAS,AOM,Angola *An. coluzzii*,GAS,Gabon *An. gambiae*,XPEHH,X,1,4380000,X,4380000,4340000,X,4340000,4420000,X,4420000,4232619,X,4232619,4493529,X,4493529,137.8110809326172,109.45719909667969,54.872501373291016,54.872501373291016,4.473483122949847,0.9996206373292867,AGAP000232 AGAP000233 AGAP000234 AGAP013530 AGAP000235,
XPEHH/UGS.BFS/3/4,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,4,6380000,3R,6380000,6360000,3R,6360000,6400000,3R,6400000,6241730,3R,6241730,6499357,3R,6499357,137.01849365234375,143.51002502441406,211.43844604492188,143.51002502441406,10.917865598393096,0.999388966480447,AGAP008169 AGAP008170 AGAP028664 AGAP028663 AGAP028692 AGAP028691 AGAP008173 AGAP013765 AGAP008174 AGAP008175 AGAP008176 AGAP008177 AGAP028550,
H12/AOM/3/3,AOM,AOM,Angola *An. coluzzii*,,,H12,3,3,70940000,3L,17739316,70920000,3L,17719316,70960000,3L,17759316,70860685,3L,17660001,71160684,3L,17960000,135.92433166503906,49.66668701171875,121.1629409790039,49.66668701171875,0.08180555555555556,0.9230148772181395,AGAP011134,
XPEHH/GAS.AOM/2/1,GAS.AOM,GAS,Gabon *An. gambiae*,AOM,Angola *An. coluzzii*,XPEHH,2,1,76260000,2L,14714895,76200000,2L,14654895,76380000,2L,14834895,75234760,2L,13689655,80258063,2L,18712958,134.1904296875,102.56587982177734,41.4725227355957,41.4725227355957,3.620227682579691,0.9960202604920405,AGAP005364 AGAP005365 AGAP005366 AGAP005368 AGAP005369 AGAP005370 AGAP005371 AGAP005372 AGAP005373 AGAP005374 AGAP005375 AGAP005376 AGAP005377 AGAP005378 AGAP005379 AGAP005380 AGAP005381,
IHS/GAS/3/1,GAS,GAS,Gabon *An. gambiae*,,,IHS,3,1,44240000,3R,44240000,44140000,3R,44140000,44300000,3R,44300000,42554009,3R,42554009,44651527,3R,44651527,133.01971435546875,98.79090881347656,57.82723617553711,57.82723617553711,4.069618132170516,0.955116554721454,AGAP009848 AGAP009849,
IHS/UGS/2/5,UGS,UGS,Uganda *An. gambiae*,,,IHS,2,5,40180000,2R,40180000,40160000,2R,40160000,40200000,2R,40200000,40044087,2R,40044087,40749605,2R,40749605,132.58285522460938,31.617944717407227,92.34561157226562,31.617944717407227,4.762124154550451,0.9828800901789488,AGAP003578 AGAP003579,
XPEHH/BFM.BFS/2/6,BFM.BFS,BFM,Burkina Faso *An. coluzzii*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,6,105040000,2L,43494895,104980000,2L,43434895,105060000,2L,43514895,104819481,2L,43274376,105122679,2L,43577574,130.53334045410156,48.87445831298828,45.1673698425293,45.1673698425293,2.8400369012956457,0.792209611881743,AGAP007136,
XPEHH/GAS.GWA/3/1,GAS.GWA,GAS,Gabon *An. gambiae*,GWA,Guinea Bissau,XPEHH,3,1,28580000,3R,28580000,28540000,3R,28540000,28620000,3R,28620000,28481838,3R,28481838,28758926,3R,28758926,129.14259338378906,39.139347076416016,107.73219299316406,39.139347076416016,5.371816576363464,1.0,AGAP009185 AGAP009187 AGAP009188 AGAP009189 AGAP009190 AGAP009191 AGAP009192 AGAP009193 AGAP009194 AGAP009195 AGAP009196 AGAP009197 AGAP009198 AGAP009199 AGAP009200,Gste
XPEHH/CMS.GAS/3/3,CMS.GAS,CMS,Cameroon *An. gambiae*,GAS,Gabon *An. gambiae*,XPEHH,3,3,4360000,3R,4360000,4300000,3R,4300000,4380000,3R,4380000,3129825,3R,3129825,4656627,3R,4656627,127.93842315673828,66.5387191772461,63.18661117553711,63.18661117553711,2.3575015461597517,0.9358918064459472,AGAP008018 AGAP008019 AGAP008020 AGAP008022,
IHS/BFS/2/8,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,2,8,98880000,2L,37334895,98820000,2L,37274895,99140000,2L,37594895,98343543,2L,36798438,101020212,2L,39475107,126.5609359741211,74.45914459228516,33.111995697021484,33.111995697021484,3.982244851831538,0.9450724637681159,AGAP006723 AGAP006724 AGAP006725 AGAP006726 AGAP006727 AGAP006728 AGAP006729 AGAP006730 AGAP006731 AGAP006732 AGAP006733 AGAP006734 AGAP006735 AGAP006736 AGAP028461 AGAP006737,
XPEHH/GAS.BFS/3/3,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,3,18020000,3R,18020000,17960000,3R,17960000,18080000,3R,18080000,17593711,3R,17593711,18159211,3R,18159211,125.41960144042969,102.5022201538086,32.63486099243164,32.63486099243164,4.041436479210422,0.992578313253012,AGAP008799 AGAP008800 AGAP008801 AGAP008802 AGAP008803 AGAP008804 AGAP008805 AGAP008806,
H12/GWA/2/4,GWA,GWA,Guinea Bissau,,,H12,2,4,29520000,2R,29520000,29400000,2R,29400000,29640000,2R,29640000,27940001,2R,27940001,30480000,2R,30480000,124.75532531738281,63.54037094116211,86.34146118164062,63.54037094116211,0.4043005671077505,0.9982598607888631,AGAP002916 AGAP002917 AGAP002918 AGAP002919 AGAP002920 AGAP002921 AGAP002922 AGAP002923 AGAP002924,
H12/AOM/2/8,AOM,AOM,Angola *An. coluzzii*,,,H12,2,8,48140000,2R,48140000,48120000,2R,48120000,48160000,2R,48160000,48000001,2R,48000001,48780000,2R,48780000,124.6006851196289,42.497779846191406,70.4355697631836,42.497779846191406,0.17555555555555552,0.9708729162932426,AGAP004033,
H12/GAS/2/3,GAS,GAS,Gabon *An. gambiae*,,,H12,2,3,76300000,2L,14754895,76240000,2L,14694895,76360000,2L,14814895,75445106,2L,13900001,79545105,2L,18000000,121.93817901611328,120.85904693603516,39.27518844604492,39.27518844604492,0.19371811224489796,0.9878717096397449,AGAP005369 AGAP005370 AGAP005371 AGAP005372 AGAP005373 AGAP005374 AGAP005375 AGAP005376 AGAP005377 AGAP005378,
XPEHH/UGS.GWA/3/2,UGS.GWA,UGS,Uganda *An. gambiae*,GWA,Guinea Bissau,XPEHH,3,2,6380000,3R,6380000,6360000,3R,6360000,6400000,3R,6400000,6206507,3R,6206507,6464113,3R,6464113,120.25259399414062,140.97314453125,80.45950317382812,80.45950317382812,6.549071689652053,0.9933061699650757,AGAP008169 AGAP008170 AGAP028664 AGAP028663 AGAP028692 AGAP028691 AGAP008173 AGAP013765 AGAP008174 AGAP008175 AGAP008176 AGAP008177 AGAP028550,
IHS/GNS/2/4,GNS,GNS,Guinea *An. gambiae*,,,IHS,2,4,100840000,2L,39294895,100820000,2L,39274895,100860000,2L,39314895,100678418,2L,39133313,100920074,2L,39374969,119.90518951416016,73.52558898925781,78.5169906616211,73.52558898925781,4.341296518787657,0.9684953434225844,AGAP006868 AGAP006869 AGAP006870 AGAP006871 AGAP006872 AGAP006873 AGAP006874 AGAP006875 AGAP006876 AGAP006877,
XPEHH/CMS.GAS/2/4,CMS.GAS,CMS,Cameroon *An. gambiae*,GAS,Gabon *An. gambiae*,XPEHH,2,4,16040000,2R,16040000,15980000,2R,15980000,16140000,2R,16140000,15556499,2R,15556499,17957134,2R,17957134,119.18236541748047,55.29301071166992,46.637123107910156,46.637123107910156,3.0741680785180083,0.9942917361903926,AGAP002118 AGAP002119 AGAP002120 AGAP002121 AGAP002122 AGAP002123 AGAP002124 AGAP002125 AGAP002126 AGAP002127 AGAP002128 AGAP002129 AGAP002130 AGAP002131 AGAP002132 AGAP002133,
IHS/UGS/2/6,UGS,UGS,Uganda *An. gambiae*,,,IHS,2,6,105120000,2L,43574895,105100000,2L,43554895,105220000,2L,43674895,105040104,2L,43494999,105344734,2L,43799629,118.5706787109375,58.40810775756836,97.30166625976562,58.40810775756836,4.3355402522870525,0.9746371706354798,AGAP007138 AGAP007139 AGAP007140 AGAP007141 AGAP007142 AGAP007143 AGAP007144 AGAP007145 AGAP007146 AGAP007147 AGAP007148 AGAP007149 AGAP007150 AGAP007151 AGAP007152 AGAP007153 AGAP007154 AGAP007155 AGAP007156 AGAP007157 AGAP007158 AGAP007159 AGAP007160 AGAP007161 AGAP007162 AGAP007163 AGAP007164,
XPEHH/GAS.BFS/3/4,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,4,27220000,3R,27220000,27180000,3R,27180000,27280000,3R,27280000,27042868,3R,27042868,27854219,3R,27854219,118.18743896484375,39.98879623413086,99.67095947265625,39.98879623413086,3.6424358242666997,0.9774457831325302,,
XPEHH/GAS.BFS/3/5,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,5,22580000,3R,22580000,22560000,3R,22560000,22600000,3R,22600000,22312143,3R,22312143,22653623,3R,22653623,117.38488006591797,70.76515197753906,32.86167907714844,32.86167907714844,4.074324479055943,0.9936385542168674,AGAP008980,
IHS/GWA/2/1,GWA,GWA,Guinea Bissau,,,IHS,2,1,47820000,2R,47820000,47780000,2R,47780000,47940000,2R,47940000,47693077,2R,47693077,48159792,2R,48159792,117.24286651611328,45.46135711669922,89.74068450927734,45.46135711669922,4.837132002426514,0.999324282818355,AGAP004002 AGAP013015 AGAP004003 AGAP004004 AGAP004005 AGAP013019 AGAP004006 AGAP004007 AGAP004008 AGAP004011 AGAP004012 AGAP004013 AGAP004014 AGAP004015 AGAP013186 AGAP004017 AGAP004016 AGAP004018 AGAP004020 AGAP004021 AGAP004022 AGAP004023 AGAP004028 AGAP004025,
H12/UGS/2/4,UGS,UGS,Uganda *An. gambiae*,,,H12,2,4,51060000,2R,51060000,51020000,2R,51020000,51120000,2R,51120000,49060001,2R,49060001,52780000,2R,52780000,117.17477416992188,64.53267669677734,64.93843078613281,64.53267669677734,0.1473748703930625,0.9468047126026419,AGAP004167 AGAP004169,
XPEHH/GWA.BFM/X/1,GWA.BFM,GWA,Guinea Bissau,BFM,Burkina Faso *An. coluzzii*,XPEHH,X,1,9580000,X,9580000,9560000,X,9560000,9600000,X,9600000,9446556,X,9446556,9690892,X,9690892,115.8289794921875,158.04388427734375,45.04978942871094,45.04978942871094,2.573497439921539,0.84930857368629,AGAP000534 AGAP013287 AGAP000535 AGAP028592,
IHS/GNS/3/3,GNS,GNS,Guinea *An. gambiae*,,,IHS,3,3,80140000,3L,26939316,80120000,3L,26919316,80160000,3L,26959316,79980139,3L,26779455,80247698,3L,27047014,115.14118194580078,80.48426055908203,88.9188232421875,80.48426055908203,4.326526537499082,0.9682043073341094,AGAP011537 AGAP028430 AGAP011538 AGAP011539 AGAP011540 AGAP011541,
H12/BFS/2/6,BFS,BFS,Burkina Faso *An. gambiae*,,,H12,2,6,34440000,2R,34440000,34420000,2R,34420000,34460000,2R,34460000,34300001,2R,34300001,34580000,2R,34580000,114.49761962890625,123.29759216308594,64.39852142333984,64.39852142333984,0.09815576893766197,0.9294128145636267,AGAP003244 AGAP003245 AGAP003246 AGAP003247 AGAP003248,
XPEHH/GWA.UGS/2/2,GWA.UGS,GWA,Guinea Bissau,UGS,Uganda *An. gambiae*,XPEHH,2,2,47760000,2R,47760000,47740000,2R,47740000,47800000,2R,47800000,47680077,2R,47680077,48057909,2R,48057909,113.43119812011719,62.63885498046875,42.9092903137207,42.9092903137207,3.2526784226861722,0.9495459132189707,AGAP004000,
H12/GAS/3/2,GAS,GAS,Gabon *An. gambiae*,,,H12,3,2,41920000,3R,41920000,41680000,3R,41680000,41980000,3R,41980000,41060001,3R,41060001,42560000,3R,42560000,112.87007904052734,30.364248275756836,91.94409942626953,30.364248275756836,0.08721301020408162,0.9185158566166561,AGAP009726 AGAP009727 AGAP009728 AGAP009729 AGAP009730 AGAP009731 AGAP009732 AGAP009733 AGAP009734,
H12/CMS/2/4,CMS,CMS,Cameroon *An. gambiae*,,,H12,2,4,100840000,2L,39294895,100820000,2L,39274895,100860000,2L,39314895,100685106,2L,39140001,100945105,2L,39400000,112.75965881347656,176.14683532714844,47.5605354309082,47.5605354309082,0.16472066115702474,0.986525075852222,AGAP006868 AGAP006869 AGAP006870 AGAP006871 AGAP006872 AGAP006873 AGAP006874 AGAP006875 AGAP006876 AGAP006877,
IHS/AOM/3/1,AOM,AOM,Angola *An. coluzzii*,,,IHS,3,1,44240000,3R,44240000,43740000,3R,43740000,44560000,3R,44560000,42922117,3R,42922117,45153810,3R,45153810,112.22582244873047,72.25698852539062,49.72370910644531,49.72370910644531,4.47514328675974,0.992248752672844,AGAP009810 AGAP009811 AGAP009812 AGAP028647 AGAP009815 AGAP009816 AGAP009817 AGAP009818 AGAP009819 AGAP009820 AGAP009821 AGAP009822 AGAP009823 AGAP009824 AGAP009825 AGAP009826 AGAP009827 AGAP009828 AGAP009829 AGAP009830 AGAP009831 AGAP009832 AGAP028572 AGAP009833 AGAP009834 AGAP009835 AGAP009836 AGAP009837 AGAP009838 AGAP009839 AGAP009840 AGAP009841 AGAP009842 AGAP009843 AGAP009844 AGAP009845 AGAP009846 AGAP009847 AGAP009848 AGAP009849 AGAP009850 AGAP009851 AGAP009852 AGAP009853 AGAP009854 AGAP009855 AGAP009856 AGAP009857 AGAP009858 AGAP009859 AGAP009860 AGAP009861 AGAP009862 AGAP009863,
XPEHH/GAS.GWA/3/3,GAS.GWA,GAS,Gabon *An. gambiae*,GWA,Guinea Bissau,XPEHH,3,3,22580000,3R,22580000,22540000,3R,22540000,22600000,3R,22600000,22316335,3R,22316335,22653394,3R,22653394,110.33612823486328,60.338966369628906,44.17497253417969,44.17497253417969,4.196690191789648,0.9950689088380327,AGAP008980,
H12/GNS/2/5,GNS,GNS,Guinea *An. gambiae*,,,H12,2,5,100820000,2L,39274895,100800000,2L,39254895,100840000,2L,39294895,100685106,2L,39140001,100945105,2L,39400000,110.0021743774414,89.86136627197266,82.94554138183594,82.94554138183594,0.15088449531737774,0.9468142066749955,AGAP006868 AGAP006869 AGAP006870 AGAP006871 AGAP006872,
XPEHH/BFM.AOM/2/1,BFM.AOM,BFM,Burkina Faso *An. coluzzii*,AOM,Angola *An. coluzzii*,XPEHH,2,1,24860000,2R,24860000,24840000,2R,24840000,24880000,2R,24880000,24741498,2R,24741498,25017421,2R,25017421,109.03883361816406,86.98824310302734,57.873619079589844,57.873619079589844,3.7251508298421707,0.992680608365019,AGAP002638 AGAP002639 AGAP002640 AGAP013517 AGAP013086 AGAP013456 AGAP013225 AGAP013322 AGAP013353 AGAP013110,
XPEHH/AOM.BFM/2/7,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,7,34380000,2R,34380000,34320000,2R,34320000,34440000,2R,34440000,33493640,2R,33493640,35513391,2R,35513391,108.62654113769531,50.18710708618164,75.81072998046875,50.18710708618164,3.247557327162466,0.8694776589049716,AGAP003238 AGAP003239 AGAP003240 AGAP003241 AGAP003242 AGAP003243 AGAP003244,
XPEHH/AOM.GWA/2/4,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,2,4,8160000,2R,8160000,8120000,2R,8120000,8320000,2R,8320000,8058702,2R,8058702,8468435,2R,8468435,107.10730743408203,39.52958679199219,83.8843994140625,39.52958679199219,2.8549901326564586,0.7871626772373838,AGAP013310 AGAP001679 AGAP001680 AGAP001681 AGAP001682 AGAP001683,
IHS/GAS/2/1,GAS,GAS,Gabon *An. gambiae*,,,IHS,2,1,13900000,2R,13900000,13880000,2R,13880000,14040000,2R,14040000,12678648,2R,12678648,15517157,2R,15517157,105.68721771240234,49.99334716796875,79.85807037353516,49.99334716796875,5.508604114484508,0.9981825365468194,AGAP002009 AGAP002010 AGAP002011 AGAP002012 AGAP012959 AGAP013169 AGAP013098 AGAP013325 AGAP013295 AGAP013531 AGAP013438 AGAP013072 AGAP013483 AGAP002013 AGAP002014 AGAP002015 AGAP002016 AGAP002017 AGAP002018 AGAP013249 AGAP002019 AGAP002020 AGAP002021 AGAP002022 AGAP013079,
XPEHH/GWA.UGS/X/1,GWA.UGS,GWA,Guinea Bissau,UGS,Uganda *An. gambiae*,XPEHH,X,1,9580000,X,9580000,9560000,X,9560000,9600000,X,9600000,9473865,X,9473865,9716218,X,9716218,105.44147491455078,99.40650177001953,62.47064971923828,62.47064971923828,7.14674550033895,0.9991927346115035,AGAP000534 AGAP013287 AGAP000535 AGAP028592,
IHS/BFS/2/9,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,2,9,39120000,2R,39120000,39020000,2R,39020000,39140000,2R,39140000,38461741,2R,38461741,39477438,2R,39477438,104.38896179199219,108.25092315673828,40.563720703125,40.563720703125,3.6801522045962054,0.9653623188405797,AGAP003512 AGAP003513 AGAP003514 AGAP003515 AGAP013231 AGAP003516 AGAP003517 AGAP003519 AGAP003521 AGAP012974 AGAP003522 AGAP003523 AGAP003524 AGAP003525,
XPEHH/BFS.GWA/3/2,BFS.GWA,BFS,Burkina Faso *An. gambiae*,GWA,Guinea Bissau,XPEHH,3,2,63540000,3L,10339316,63420000,3L,10219316,63580000,3L,10379316,59935005,3L,6734321,65173831,3L,11973147,103.10021209716797,36.05958557128906,64.93167877197266,36.05958557128906,7.951292929112557,0.9935714285714285,AGAP010778 AGAP010779 AGAP010780 AGAP010781 AGAP010782 AGAP010783 AGAP010784 AGAP010785 AGAP010786 AGAP010787 AGAP010788,
XPEHH/CMS.GWA/2/3,CMS.GWA,CMS,Cameroon *An. gambiae*,GWA,Guinea Bissau,XPEHH,2,3,40740000,2R,40740000,40680000,2R,40680000,40760000,2R,40760000,39534070,2R,39534070,44739305,2R,44739305,100.81554412841797,70.16497039794922,38.50782775878906,38.50782775878906,4.542492914290893,0.9652766639935846,AGAP029110 AGAP003626 AGAP013221 AGAP012946 AGAP003627 AGAP003629 AGAP003630 AGAP003631,
XPEHH/GWA.UGS/2/3,GWA.UGS,GWA,Guinea Bissau,UGS,Uganda *An. gambiae*,XPEHH,2,3,110540000,2L,48994895,110480000,2L,48934895,110560000,2L,49014895,110326428,2L,48781323,110636786,2L,49091681,98.85018157958984,76.05787658691406,32.13393783569336,32.13393783569336,2.443431840204683,0.8488395560040364,AGAP007675 AGAP007676 AGAP007677 AGAP007678 AGAP007679 AGAP007680 AGAP013037 AGAP007681 AGAP007682 AGAP007683 AGAP007684,
IHS/GNS/2/5,GNS,GNS,Guinea *An. gambiae*,,,IHS,2,5,103880000,2L,42334895,103820000,2L,42274895,103960000,2L,42414895,103607550,2L,42062445,104054292,2L,42509187,98.84668731689453,55.005638122558594,64.70972442626953,55.005638122558594,3.298549015566803,0.8791472642607684,AGAP007083 AGAP007084 AGAP007085 AGAP007086 AGAP007087 AGAP007088,
H12/UGS/2/5,UGS,UGS,Uganda *An. gambiae*,,,H12,2,5,104340000,2L,42794895,104320000,2L,42774895,104360000,2L,42814895,104205106,2L,42660001,104445105,2L,42900000,98.78713989257812,135.53192138671875,48.30992126464844,48.30992126464844,0.14025827127910265,0.9435915744377008,AGAP007103 AGAP007104 AGAP007105 AGAP007106,
H12/GWA/2/5,GWA,GWA,Guinea Bissau,,,H12,2,5,7920000,2R,7920000,7900000,2R,7900000,7940000,2R,7940000,7800001,2R,7800001,8060000,2R,8060000,98.69835662841797,114.89005279541016,40.26103973388672,40.26103973388672,0.5829395085066161,1.0,AGAP001674,
